"","interaction","cell1","cell2","p-value"
"46680","EFNA1_EPHA3","Stromal Cells","Macrophage","0"
"46681","EFNA1_EPHA3","Stem Cells","Mast Cells","0.02"
"46682","EFNA1_EPHA3","Stromal Cells","Mast Cells","0"
"46683","EFNA1_EPHA3","B Cell","Microglia","0"
"46684","EFNA1_EPHA3","Macrophage","Microglia","0"
"46685","EFNA1_EPHA3","Monocyte","Microglia","0.01"
"46686","EFNA1_EPHA3","Stem Cells","Microglia","0"
"46687","EFNA1_EPHA3","Stromal Cells","Microglia","0"
"46688","EFNA1_EPHA3","Stem Cells","Monocyte","0"
"46689","EFNA1_EPHA3","Stromal Cells","Monocyte","0"
"46690","EFNA1_EPHA3","B Cell","NK Cell","0.01"
"46691","EFNA1_EPHA3","Macrophage","NK Cell","0.01"
"46692","EFNA1_EPHA3","Monocyte","NK Cell","0.02"
"46693","EFNA1_EPHA3","Stem Cells","NK Cell","0"
"46694","EFNA1_EPHA3","Stromal Cells","NK Cell","0"
"46695","EFNA1_EPHA3","Stromal Cells","Stem Cells","0"
"46696","EFNA1_EPHA3","ab T Cell","Stromal Cells","0"
"46697","EFNA1_EPHA3","B Cell","Stromal Cells","0"
"46698","EFNA1_EPHA3","Basophils","Stromal Cells","0.02"
"46699","EFNA1_EPHA3","Dendritic Cell","Stromal Cells","0"
"46700","EFNA1_EPHA3","Eosinophil","Stromal Cells","0"
"46701","EFNA1_EPHA3","gd T cells","Stromal Cells","0"
"46702","EFNA1_EPHA3","Granulocytes","Stromal Cells","0.01"
"46703","EFNA1_EPHA3","Innate Lymphocytes","Stromal Cells","0"
"46704","EFNA1_EPHA3","Macrophage","Stromal Cells","0"
"46705","EFNA1_EPHA3","Mast Cells","Stromal Cells","0"
"46706","EFNA1_EPHA3","Microglia","Stromal Cells","0"
"46707","EFNA1_EPHA3","Monocyte","Stromal Cells","0"
"46708","EFNA1_EPHA3","NK Cell","Stromal Cells","0"
"46709","EFNA1_EPHA3","Stem Cells","Stromal Cells","0"
"46710","EFNA1_EPHA3","Stromal Cells","Stromal Cells","0"
"46711","EFNA1_EPHA3","T Cell","Stromal Cells","0"
"46712","EFNA1_EPHA3","Stem Cells","T Cell","0.01"
"46713","EFNA1_EPHA3","Stromal Cells","T Cell","0"
"46714","EFNA1_EPHA4","Stromal Cells","ab T Cell","0"
"46715","EFNA1_EPHA4","Stromal Cells","B Cell","0"
"46716","EFNA1_EPHA4","Stromal Cells","Basophils","0"
"46717","EFNA1_EPHA4","Stromal Cells","Dendritic Cell","0"
"46718","EFNA1_EPHA4","Stromal Cells","Eosinophil","0"
"46719","EFNA1_EPHA4","Stromal Cells","gd T cells","0"
"46720","EFNA1_EPHA4","Stromal Cells","Granulocytes","0"
"46721","EFNA1_EPHA4","Stromal Cells","Innate Lymphocytes","0"
"46722","EFNA1_EPHA4","ab T Cell","Macrophage","0"
"46723","EFNA1_EPHA4","B Cell","Macrophage","0"
"46724","EFNA1_EPHA4","Dendritic Cell","Macrophage","0"
"46725","EFNA1_EPHA4","Innate Lymphocytes","Macrophage","0.01"
"46726","EFNA1_EPHA4","Macrophage","Macrophage","0"
"46727","EFNA1_EPHA4","Mast Cells","Macrophage","0.03"
"46728","EFNA1_EPHA4","Microglia","Macrophage","0"
"46729","EFNA1_EPHA4","Monocyte","Macrophage","0"
"46730","EFNA1_EPHA4","NK Cell","Macrophage","0.01"
"46731","EFNA1_EPHA4","Stem Cells","Macrophage","0"
"46732","EFNA1_EPHA4","Stromal Cells","Macrophage","0"
"46733","EFNA1_EPHA4","T Cell","Macrophage","0.02"
"46734","EFNA1_EPHA4","Stromal Cells","Mast Cells","0"
"46735","EFNA1_EPHA4","Stem Cells","Microglia","0.01"
"46736","EFNA1_EPHA4","Stromal Cells","Microglia","0"
"46737","EFNA1_EPHA4","B Cell","Monocyte","0"
"46738","EFNA1_EPHA4","Macrophage","Monocyte","0.01"
"46739","EFNA1_EPHA4","Monocyte","Monocyte","0.01"
"46740","EFNA1_EPHA4","Stem Cells","Monocyte","0"
"46741","EFNA1_EPHA4","Stromal Cells","Monocyte","0"
"46742","EFNA1_EPHA4","Stromal Cells","NK Cell","0"
"46743","EFNA1_EPHA4","Stromal Cells","Stem Cells","0"
"46744","EFNA1_EPHA4","ab T Cell","Stromal Cells","0"
"46745","EFNA1_EPHA4","B Cell","Stromal Cells","0"
"46746","EFNA1_EPHA4","Basophils","Stromal Cells","0.03"
"46747","EFNA1_EPHA4","Dendritic Cell","Stromal Cells","0"
"46748","EFNA1_EPHA4","Eosinophil","Stromal Cells","0.01"
"46749","EFNA1_EPHA4","gd T cells","Stromal Cells","0"
"46750","EFNA1_EPHA4","Granulocytes","Stromal Cells","0.03"
"46751","EFNA1_EPHA4","Innate Lymphocytes","Stromal Cells","0"
"46752","EFNA1_EPHA4","Macrophage","Stromal Cells","0"
"46753","EFNA1_EPHA4","Mast Cells","Stromal Cells","0"
"46754","EFNA1_EPHA4","Microglia","Stromal Cells","0"
"46755","EFNA1_EPHA4","Monocyte","Stromal Cells","0"
"46756","EFNA1_EPHA4","NK Cell","Stromal Cells","0"
"46757","EFNA1_EPHA4","Stem Cells","Stromal Cells","0"
"46758","EFNA1_EPHA4","Stromal Cells","Stromal Cells","0"
"46759","EFNA1_EPHA4","T Cell","Stromal Cells","0"
"46760","EFNA1_EPHA4","Stromal Cells","T Cell","0"
"46761","EFNA1_EPHA7","Stem Cells","ab T Cell","0.03"
"46762","EFNA1_EPHA7","Stromal Cells","ab T Cell","0"
"46763","EFNA1_EPHA7","Stem Cells","B Cell","0"
"46764","EFNA1_EPHA7","Stromal Cells","B Cell","0"
"46765","EFNA1_EPHA7","ab T Cell","Basophils","0"
"46766","EFNA1_EPHA7","B Cell","Basophils","0"
"46767","EFNA1_EPHA7","Basophils","Basophils","0.03"
"46768","EFNA1_EPHA7","Dendritic Cell","Basophils","0"
"46769","EFNA1_EPHA7","Eosinophil","Basophils","0.01"
"46770","EFNA1_EPHA7","gd T cells","Basophils","0"
"46771","EFNA1_EPHA7","Granulocytes","Basophils","0.02"
"46772","EFNA1_EPHA7","Innate Lymphocytes","Basophils","0"
"46773","EFNA1_EPHA7","Macrophage","Basophils","0"
"46774","EFNA1_EPHA7","Mast Cells","Basophils","0"
"46775","EFNA1_EPHA7","Microglia","Basophils","0"
"46776","EFNA1_EPHA7","Monocyte","Basophils","0"
"46777","EFNA1_EPHA7","NK Cell","Basophils","0"
"46778","EFNA1_EPHA7","Stem Cells","Basophils","0"
"46779","EFNA1_EPHA7","Stromal Cells","Basophils","0"
"46780","EFNA1_EPHA7","T Cell","Basophils","0"
"46781","EFNA1_EPHA7","B Cell","Dendritic Cell","0.03"
"46782","EFNA1_EPHA7","Macrophage","Dendritic Cell","0.01"
"46783","EFNA1_EPHA7","Stem Cells","Dendritic Cell","0"
"46784","EFNA1_EPHA7","Stromal Cells","Dendritic Cell","0"
"46785","EFNA1_EPHA7","B Cell","Eosinophil","0"
"46786","EFNA1_EPHA7","Dendritic Cell","Eosinophil","0.03"
"46787","EFNA1_EPHA7","Innate Lymphocytes","Eosinophil","0"
"46788","EFNA1_EPHA7","Macrophage","Eosinophil","0"
"46789","EFNA1_EPHA7","Microglia","Eosinophil","0"
"46790","EFNA1_EPHA7","Monocyte","Eosinophil","0"
"46791","EFNA1_EPHA7","NK Cell","Eosinophil","0.04"
"46792","EFNA1_EPHA7","Stem Cells","Eosinophil","0"
"46793","EFNA1_EPHA7","Stromal Cells","Eosinophil","0"
"46794","EFNA1_EPHA7","Stem Cells","gd T cells","0.02"
"46795","EFNA1_EPHA7","Stromal Cells","gd T cells","0"
"46796","EFNA1_EPHA7","B Cell","Granulocytes","0.01"
"46797","EFNA1_EPHA7","Macrophage","Granulocytes","0.01"
"46798","EFNA1_EPHA7","Microglia","Granulocytes","0.03"
"46799","EFNA1_EPHA7","Monocyte","Granulocytes","0.01"
"46800","EFNA1_EPHA7","Stem Cells","Granulocytes","0"
"46801","EFNA1_EPHA7","Stromal Cells","Granulocytes","0"
"46802","EFNA1_EPHA7","B Cell","Innate Lymphocytes","0"
"46803","EFNA1_EPHA7","Macrophage","Innate Lymphocytes","0.01"
"46804","EFNA1_EPHA7","Monocyte","Innate Lymphocytes","0.02"
"46805","EFNA1_EPHA7","Stem Cells","Innate Lymphocytes","0"
"46806","EFNA1_EPHA7","Stromal Cells","Innate Lymphocytes","0"
"46807","EFNA1_EPHA7","B Cell","Macrophage","0.03"
"46808","EFNA1_EPHA7","Macrophage","Macrophage","0"
"46809","EFNA1_EPHA7","Stem Cells","Macrophage","0"
"46810","EFNA1_EPHA7","Stromal Cells","Macrophage","0"
"46811","EFNA1_EPHA7","Stem Cells","Mast Cells","0.04"
"46812","EFNA1_EPHA7","Stromal Cells","Mast Cells","0"
"46813","EFNA1_EPHA7","Stem Cells","Microglia","0.01"
"46814","EFNA1_EPHA7","Stromal Cells","Microglia","0"
"46815","EFNA1_EPHA7","B Cell","Monocyte","0"
"46816","EFNA1_EPHA7","Macrophage","Monocyte","0"
"46817","EFNA1_EPHA7","Microglia","Monocyte","0.03"
"46818","EFNA1_EPHA7","Monocyte","Monocyte","0"
"46819","EFNA1_EPHA7","Stem Cells","Monocyte","0"
"46820","EFNA1_EPHA7","Stromal Cells","Monocyte","0"
"46821","EFNA1_EPHA7","B Cell","NK Cell","0.04"
"46822","EFNA1_EPHA7","Stem Cells","NK Cell","0.01"
"46823","EFNA1_EPHA7","Stromal Cells","NK Cell","0"
"46824","EFNA1_EPHA7","ab T Cell","Stem Cells","0"
"46825","EFNA1_EPHA7","B Cell","Stem Cells","0"
"46826","EFNA1_EPHA7","Basophils","Stem Cells","0.02"
"46827","EFNA1_EPHA7","Dendritic Cell","Stem Cells","0"
"46828","EFNA1_EPHA7","Eosinophil","Stem Cells","0"
"46829","EFNA1_EPHA7","gd T cells","Stem Cells","0"
"46830","EFNA1_EPHA7","Granulocytes","Stem Cells","0.01"
"46831","EFNA1_EPHA7","Innate Lymphocytes","Stem Cells","0"
"46832","EFNA1_EPHA7","Macrophage","Stem Cells","0"
"46833","EFNA1_EPHA7","Mast Cells","Stem Cells","0"
"46834","EFNA1_EPHA7","Microglia","Stem Cells","0"
"46835","EFNA1_EPHA7","Monocyte","Stem Cells","0"
"46836","EFNA1_EPHA7","NK Cell","Stem Cells","0"
"46837","EFNA1_EPHA7","Stem Cells","Stem Cells","0"
"46838","EFNA1_EPHA7","Stromal Cells","Stem Cells","0"
"46839","EFNA1_EPHA7","T Cell","Stem Cells","0"
"46840","EFNA1_EPHA7","ab T Cell","Stromal Cells","0.02"
"46841","EFNA1_EPHA7","B Cell","Stromal Cells","0"
"46842","EFNA1_EPHA7","Dendritic Cell","Stromal Cells","0"
"46843","EFNA1_EPHA7","gd T cells","Stromal Cells","0.04"
"46844","EFNA1_EPHA7","Innate Lymphocytes","Stromal Cells","0.01"
"46845","EFNA1_EPHA7","Macrophage","Stromal Cells","0"
"46846","EFNA1_EPHA7","Mast Cells","Stromal Cells","0.01"
"46847","EFNA1_EPHA7","Microglia","Stromal Cells","0"
"46848","EFNA1_EPHA7","Monocyte","Stromal Cells","0"
"46849","EFNA1_EPHA7","NK Cell","Stromal Cells","0.02"
"46850","EFNA1_EPHA7","Stem Cells","Stromal Cells","0"
"46851","EFNA1_EPHA7","Stromal Cells","Stromal Cells","0"
"46852","EFNA1_EPHA7","T Cell","Stromal Cells","0.02"
"46853","EFNA1_EPHA7","Stem Cells","T Cell","0"
"46854","EFNA1_EPHA7","Stromal Cells","T Cell","0"
"46855","EFNA2_EPHA1","Dendritic Cell","ab T Cell","0"
"46856","EFNA2_EPHA1","Dendritic Cell","B Cell","0"
"46857","EFNA2_EPHA1","ab T Cell","Basophils","0.01"
"46858","EFNA2_EPHA1","B Cell","Basophils","0"
"46859","EFNA2_EPHA1","Dendritic Cell","Basophils","0"
"46860","EFNA2_EPHA1","Eosinophil","Basophils","0"
"46861","EFNA2_EPHA1","gd T cells","Basophils","0"
"46862","EFNA2_EPHA1","Granulocytes","Basophils","0"
"46863","EFNA2_EPHA1","Innate Lymphocytes","Basophils","0"
"46864","EFNA2_EPHA1","Macrophage","Basophils","0"
"46865","EFNA2_EPHA1","Mast Cells","Basophils","0"
"46866","EFNA2_EPHA1","Microglia","Basophils","0.02"
"46867","EFNA2_EPHA1","Monocyte","Basophils","0"
"46868","EFNA2_EPHA1","NK Cell","Basophils","0.01"
"46869","EFNA2_EPHA1","Stromal Cells","Basophils","0"
"46870","EFNA2_EPHA1","T Cell","Basophils","0"
"46871","EFNA2_EPHA1","Dendritic Cell","Dendritic Cell","0"
"46872","EFNA2_EPHA1","Stromal Cells","Dendritic Cell","0.01"
"46873","EFNA2_EPHA1","ab T Cell","Eosinophil","0"
"46874","EFNA2_EPHA1","B Cell","Eosinophil","0"
"46875","EFNA2_EPHA1","Basophils","Eosinophil","0.02"
"46876","EFNA2_EPHA1","Dendritic Cell","Eosinophil","0"
"46877","EFNA2_EPHA1","Eosinophil","Eosinophil","0"
"46878","EFNA2_EPHA1","gd T cells","Eosinophil","0"
"46879","EFNA2_EPHA1","Granulocytes","Eosinophil","0"
"46880","EFNA2_EPHA1","Innate Lymphocytes","Eosinophil","0"
"46881","EFNA2_EPHA1","Macrophage","Eosinophil","0"
"46882","EFNA2_EPHA1","Mast Cells","Eosinophil","0"
"46883","EFNA2_EPHA1","Microglia","Eosinophil","0"
"46884","EFNA2_EPHA1","Monocyte","Eosinophil","0"
"46885","EFNA2_EPHA1","NK Cell","Eosinophil","0"
"46886","EFNA2_EPHA1","Stem Cells","Eosinophil","0"
"46887","EFNA2_EPHA1","Stromal Cells","Eosinophil","0"
"46888","EFNA2_EPHA1","T Cell","Eosinophil","0"
"46889","EFNA2_EPHA1","Dendritic Cell","gd T cells","0"
"46890","EFNA2_EPHA1","ab T Cell","Granulocytes","0"
"46891","EFNA2_EPHA1","B Cell","Granulocytes","0"
"46892","EFNA2_EPHA1","Dendritic Cell","Granulocytes","0"
"46893","EFNA2_EPHA1","Eosinophil","Granulocytes","0"
"46894","EFNA2_EPHA1","gd T cells","Granulocytes","0"
"46895","EFNA2_EPHA1","Granulocytes","Granulocytes","0.02"
"46896","EFNA2_EPHA1","Innate Lymphocytes","Granulocytes","0"
"46897","EFNA2_EPHA1","Macrophage","Granulocytes","0"
"46898","EFNA2_EPHA1","Mast Cells","Granulocytes","0"
"46899","EFNA2_EPHA1","Microglia","Granulocytes","0.02"
"46900","EFNA2_EPHA1","Monocyte","Granulocytes","0"
"46901","EFNA2_EPHA1","NK Cell","Granulocytes","0"
"46902","EFNA2_EPHA1","Stem Cells","Granulocytes","0"
"46903","EFNA2_EPHA1","Stromal Cells","Granulocytes","0"
"46904","EFNA2_EPHA1","T Cell","Granulocytes","0"
"46905","EFNA2_EPHA1","Dendritic Cell","Innate Lymphocytes","0"
"46906","EFNA2_EPHA1","Stromal Cells","Innate Lymphocytes","0.02"
"46907","EFNA2_EPHA1","Dendritic Cell","Macrophage","0"
"46908","EFNA2_EPHA1","Stromal Cells","Macrophage","0.01"
"46909","EFNA2_EPHA1","Dendritic Cell","Mast Cells","0"
"46910","EFNA2_EPHA1","Stromal Cells","Mast Cells","0"
"46911","EFNA2_EPHA1","Dendritic Cell","Microglia","0"
"46912","EFNA2_EPHA1","Eosinophil","Microglia","0.03"
"46913","EFNA2_EPHA1","Macrophage","Microglia","0.01"
"46914","EFNA2_EPHA1","Monocyte","Microglia","0"
"46915","EFNA2_EPHA1","Stromal Cells","Microglia","0"
"46916","EFNA2_EPHA1","ab T Cell","Monocyte","0.02"
"46917","EFNA2_EPHA1","B Cell","Monocyte","0.04"
"46918","EFNA2_EPHA1","Dendritic Cell","Monocyte","0"
"46919","EFNA2_EPHA1","Eosinophil","Monocyte","0.02"
"46920","EFNA2_EPHA1","gd T cells","Monocyte","0.02"
"46921","EFNA2_EPHA1","Macrophage","Monocyte","0"
"46922","EFNA2_EPHA1","Monocyte","Monocyte","0"
"46923","EFNA2_EPHA1","Stromal Cells","Monocyte","0"
"46924","EFNA2_EPHA1","T Cell","Monocyte","0.01"
"46925","EFNA2_EPHA1","Dendritic Cell","NK Cell","0"
"46926","EFNA2_EPHA1","Eosinophil","NK Cell","0.04"
"46927","EFNA2_EPHA1","Macrophage","NK Cell","0.02"
"46928","EFNA2_EPHA1","Monocyte","NK Cell","0.02"
"46929","EFNA2_EPHA1","Stromal Cells","NK Cell","0"
"46930","EFNA2_EPHA1","Dendritic Cell","Stem Cells","0"
"46931","EFNA2_EPHA1","Stromal Cells","Stem Cells","0.01"
"46932","EFNA2_EPHA1","Dendritic Cell","Stromal Cells","0"
"46933","EFNA2_EPHA1","Stromal Cells","Stromal Cells","0.01"
"46934","EFNA2_EPHA1","Dendritic Cell","T Cell","0"
"46935","EFNA2_EPHA3","Dendritic Cell","ab T Cell","0"
"46936","EFNA2_EPHA3","Stromal Cells","ab T Cell","0.01"
"46937","EFNA2_EPHA3","Dendritic Cell","B Cell","0"
"46938","EFNA2_EPHA3","Stromal Cells","B Cell","0.01"
"46939","EFNA2_EPHA3","Dendritic Cell","Basophils","0.01"
"46940","EFNA2_EPHA3","Stromal Cells","Basophils","0.02"
"46941","EFNA2_EPHA3","Dendritic Cell","Dendritic Cell","0"
"46942","EFNA2_EPHA3","Stromal Cells","Dendritic Cell","0.01"
"46943","EFNA2_EPHA3","ab T Cell","Eosinophil","0.02"
"46944","EFNA2_EPHA3","B Cell","Eosinophil","0.02"
"46945","EFNA2_EPHA3","Dendritic Cell","Eosinophil","0"
"46946","EFNA2_EPHA3","Eosinophil","Eosinophil","0.02"
"46947","EFNA2_EPHA3","gd T cells","Eosinophil","0"
"46948","EFNA2_EPHA3","Granulocytes","Eosinophil","0.04"
"46949","EFNA2_EPHA3","Innate Lymphocytes","Eosinophil","0.02"
"46950","EFNA2_EPHA3","Macrophage","Eosinophil","0"
"46951","EFNA2_EPHA3","Microglia","Eosinophil","0.03"
"46952","EFNA2_EPHA3","Monocyte","Eosinophil","0.01"
"46953","EFNA2_EPHA3","NK Cell","Eosinophil","0.02"
"46954","EFNA2_EPHA3","Stem Cells","Eosinophil","0.02"
"46955","EFNA2_EPHA3","Stromal Cells","Eosinophil","0"
"46956","EFNA2_EPHA3","T Cell","Eosinophil","0.01"
"46957","EFNA2_EPHA3","Dendritic Cell","gd T cells","0"
"46958","EFNA2_EPHA3","Stromal Cells","gd T cells","0.01"
"46959","EFNA2_EPHA3","Dendritic Cell","Granulocytes","0"
"46960","EFNA2_EPHA3","Eosinophil","Granulocytes","0.03"
"46961","EFNA2_EPHA3","Macrophage","Granulocytes","0.04"
"46962","EFNA2_EPHA3","Monocyte","Granulocytes","0.03"
"46963","EFNA2_EPHA3","Stromal Cells","Granulocytes","0"
"46964","EFNA2_EPHA3","Dendritic Cell","Innate Lymphocytes","0"
"46965","EFNA2_EPHA3","Eosinophil","Innate Lymphocytes","0.04"
"46966","EFNA2_EPHA3","Macrophage","Innate Lymphocytes","0.02"
"46967","EFNA2_EPHA3","Monocyte","Innate Lymphocytes","0.02"
"46968","EFNA2_EPHA3","Stromal Cells","Innate Lymphocytes","0.01"
"46969","EFNA2_EPHA3","Dendritic Cell","Macrophage","0"
"46970","EFNA2_EPHA3","Stromal Cells","Macrophage","0.01"
"46971","EFNA2_EPHA3","Dendritic Cell","Mast Cells","0"
"46972","EFNA2_EPHA3","Dendritic Cell","Microglia","0"
"46973","EFNA2_EPHA3","Monocyte","Microglia","0.03"
"46974","EFNA2_EPHA3","Stromal Cells","Microglia","0"
"46975","EFNA2_EPHA3","Dendritic Cell","Monocyte","0"
"46976","EFNA2_EPHA3","Stromal Cells","Monocyte","0.03"
"46977","EFNA2_EPHA3","Dendritic Cell","NK Cell","0"
"46978","EFNA2_EPHA3","Stromal Cells","NK Cell","0.01"
"46979","EFNA2_EPHA3","Dendritic Cell","Stem Cells","0.03"
"46980","EFNA2_EPHA3","ab T Cell","Stromal Cells","0"
"46981","EFNA2_EPHA3","B Cell","Stromal Cells","0"
"46982","EFNA2_EPHA3","Basophils","Stromal Cells","0.04"
"46983","EFNA2_EPHA3","Dendritic Cell","Stromal Cells","0"
"46984","EFNA2_EPHA3","Eosinophil","Stromal Cells","0"
"46985","EFNA2_EPHA3","gd T cells","Stromal Cells","0"
"46986","EFNA2_EPHA3","Granulocytes","Stromal Cells","0"
"46987","EFNA2_EPHA3","Innate Lymphocytes","Stromal Cells","0"
"46988","EFNA2_EPHA3","Macrophage","Stromal Cells","0"
"46989","EFNA2_EPHA3","Mast Cells","Stromal Cells","0"
"46990","EFNA2_EPHA3","Microglia","Stromal Cells","0"
"46991","EFNA2_EPHA3","Monocyte","Stromal Cells","0"
"46992","EFNA2_EPHA3","NK Cell","Stromal Cells","0"
"46993","EFNA2_EPHA3","Stem Cells","Stromal Cells","0"
"46994","EFNA2_EPHA3","Stromal Cells","Stromal Cells","0"
"46995","EFNA2_EPHA3","T Cell","Stromal Cells","0"
"46996","EFNA2_EPHA3","Dendritic Cell","T Cell","0"
"46997","EFNA2_EPHA3","Stromal Cells","T Cell","0.02"
"46998","EFNA2_EPHA4","Dendritic Cell","Dendritic Cell","0"
"46999","EFNA2_EPHA4","ab T Cell","Macrophage","0"
"47000","EFNA2_EPHA4","B Cell","Macrophage","0"
"47001","EFNA2_EPHA4","Dendritic Cell","Macrophage","0"
"47002","EFNA2_EPHA4","Eosinophil","Macrophage","0.01"
"47003","EFNA2_EPHA4","gd T cells","Macrophage","0"
"47004","EFNA2_EPHA4","Innate Lymphocytes","Macrophage","0.01"
"47005","EFNA2_EPHA4","Macrophage","Macrophage","0"
"47006","EFNA2_EPHA4","Monocyte","Macrophage","0"
"47007","EFNA2_EPHA4","NK Cell","Macrophage","0.01"
"47008","EFNA2_EPHA4","Stromal Cells","Macrophage","0"
"47009","EFNA2_EPHA4","T Cell","Macrophage","0"
"47010","EFNA2_EPHA4","Dendritic Cell","Microglia","0"
"47011","EFNA2_EPHA4","Dendritic Cell","Monocyte","0"
"47012","EFNA2_EPHA4","Monocyte","Monocyte","0.02"
"47013","EFNA2_EPHA4","Stromal Cells","Monocyte","0"
"47014","EFNA2_EPHA4","ab T Cell","Stromal Cells","0"
"47015","EFNA2_EPHA4","B Cell","Stromal Cells","0"
"47016","EFNA2_EPHA4","Dendritic Cell","Stromal Cells","0"
"47017","EFNA2_EPHA4","Eosinophil","Stromal Cells","0"
"47018","EFNA2_EPHA4","gd T cells","Stromal Cells","0"
"47019","EFNA2_EPHA4","Granulocytes","Stromal Cells","0.02"
"47020","EFNA2_EPHA4","Innate Lymphocytes","Stromal Cells","0"
"47021","EFNA2_EPHA4","Macrophage","Stromal Cells","0"
"47022","EFNA2_EPHA4","Mast Cells","Stromal Cells","0"
"47023","EFNA2_EPHA4","Microglia","Stromal Cells","0"
"47024","EFNA2_EPHA4","Monocyte","Stromal Cells","0"
"47025","EFNA2_EPHA4","NK Cell","Stromal Cells","0"
"47026","EFNA2_EPHA4","Stem Cells","Stromal Cells","0"
"47027","EFNA2_EPHA4","Stromal Cells","Stromal Cells","0"
"47028","EFNA2_EPHA4","T Cell","Stromal Cells","0"
"47029","EFNA2_EPHA7","Dendritic Cell","ab T Cell","0"
"47030","EFNA2_EPHA7","Dendritic Cell","B Cell","0"
"47031","EFNA2_EPHA7","Stromal Cells","B Cell","0.01"
"47032","EFNA2_EPHA7","ab T Cell","Basophils","0"
"47033","EFNA2_EPHA7","B Cell","Basophils","0"
"47034","EFNA2_EPHA7","Basophils","Basophils","0.04"
"47035","EFNA2_EPHA7","Dendritic Cell","Basophils","0"
"47036","EFNA2_EPHA7","Eosinophil","Basophils","0"
"47037","EFNA2_EPHA7","gd T cells","Basophils","0"
"47038","EFNA2_EPHA7","Granulocytes","Basophils","0"
"47039","EFNA2_EPHA7","Innate Lymphocytes","Basophils","0"
"47040","EFNA2_EPHA7","Macrophage","Basophils","0"
"47041","EFNA2_EPHA7","Mast Cells","Basophils","0"
"47042","EFNA2_EPHA7","Microglia","Basophils","0"
"47043","EFNA2_EPHA7","Monocyte","Basophils","0"
"47044","EFNA2_EPHA7","NK Cell","Basophils","0"
"47045","EFNA2_EPHA7","Stem Cells","Basophils","0"
"47046","EFNA2_EPHA7","Stromal Cells","Basophils","0"
"47047","EFNA2_EPHA7","T Cell","Basophils","0"
"47048","EFNA2_EPHA7","Dendritic Cell","Dendritic Cell","0"
"47049","EFNA2_EPHA7","Stromal Cells","Dendritic Cell","0.02"
"47050","EFNA2_EPHA7","ab T Cell","Eosinophil","0.02"
"47051","EFNA2_EPHA7","B Cell","Eosinophil","0.03"
"47052","EFNA2_EPHA7","Dendritic Cell","Eosinophil","0"
"47053","EFNA2_EPHA7","Eosinophil","Eosinophil","0"
"47054","EFNA2_EPHA7","gd T cells","Eosinophil","0"
"47055","EFNA2_EPHA7","Macrophage","Eosinophil","0.01"
"47056","EFNA2_EPHA7","Microglia","Eosinophil","0.04"
"47057","EFNA2_EPHA7","Monocyte","Eosinophil","0.01"
"47058","EFNA2_EPHA7","NK Cell","Eosinophil","0.03"
"47059","EFNA2_EPHA7","Stromal Cells","Eosinophil","0"
"47060","EFNA2_EPHA7","T Cell","Eosinophil","0.01"
"47061","EFNA2_EPHA7","Dendritic Cell","gd T cells","0"
"47062","EFNA2_EPHA7","Dendritic Cell","Granulocytes","0"
"47063","EFNA2_EPHA7","Eosinophil","Granulocytes","0.03"
"47064","EFNA2_EPHA7","Macrophage","Granulocytes","0.03"
"47065","EFNA2_EPHA7","Monocyte","Granulocytes","0.03"
"47066","EFNA2_EPHA7","Stromal Cells","Granulocytes","0.01"
"47067","EFNA2_EPHA7","Dendritic Cell","Innate Lymphocytes","0"
"47068","EFNA2_EPHA7","Eosinophil","Innate Lymphocytes","0.04"
"47069","EFNA2_EPHA7","Stromal Cells","Innate Lymphocytes","0"
"47070","EFNA2_EPHA7","Dendritic Cell","Macrophage","0"
"47071","EFNA2_EPHA7","Stromal Cells","Macrophage","0.01"
"47072","EFNA2_EPHA7","Dendritic Cell","Mast Cells","0"
"47073","EFNA2_EPHA7","Dendritic Cell","Microglia","0"
"47074","EFNA2_EPHA7","Stromal Cells","Microglia","0.01"
"47075","EFNA2_EPHA7","Dendritic Cell","Monocyte","0"
"47076","EFNA2_EPHA7","Eosinophil","Monocyte","0.04"
"47077","EFNA2_EPHA7","Macrophage","Monocyte","0.01"
"47078","EFNA2_EPHA7","Monocyte","Monocyte","0"
"47079","EFNA2_EPHA7","Stromal Cells","Monocyte","0"
"47080","EFNA2_EPHA7","Dendritic Cell","NK Cell","0"
"47081","EFNA2_EPHA7","Stromal Cells","NK Cell","0.03"
"47082","EFNA2_EPHA7","ab T Cell","Stem Cells","0"
"47083","EFNA2_EPHA7","B Cell","Stem Cells","0"
"47084","EFNA2_EPHA7","Basophils","Stem Cells","0.03"
"47085","EFNA2_EPHA7","Dendritic Cell","Stem Cells","0"
"47086","EFNA2_EPHA7","Eosinophil","Stem Cells","0"
